DESCRICAO-INFORMACOES-ADICIONAIS,DESCRICAO-INFORMACOES-ADICIONAIS-INGLES,ARTIGO-PUBLICADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,APRESENTACAO-DE-TRABALHO_Id,CURSO-DE-CURTA-DURACAO-MINISTRADO_Id,ORGANIZACAO-DE-EVENTO_Id,PROGRAMA-DE-RADIO-OU-TV_Id,OUTRA-PRODUCAO-TECNICA_Id,OUTRA-PRODUCAO-ARTISTICA-CULTURAL_Id,ARTES-CENICAS_Id,MUSICA_Id,ORIENTACOES-CONCLUIDAS-PARA-MESTRADO_Id,OUTRAS-ORIENTACOES-CONCLUIDAS_Id,PARTICIPACAO-EM-BANCA-DE-MESTRADO_Id,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id,PARTICIPACAO-EM-BANCA-DE-EXAME-QUALIFICACAO_Id,BANCA-JULGADORA-PARA-CONCURSO-PUBLICO_Id,OUTRAS-BANCAS-JULGADORAS_Id
"Criação musical para obra cênica solo ? ator Carlos Simioni - Direção Tedasho Endo ? Produção LUME/UNICAMP (45 min)","",,,,,,,,,,,99,,,,,,,
"Obra apresentada pelo grupo PARALAX sob orientação de Denise Garcia","",,,,,,,,,,,100,,,,,,,
"Obra executada durante o I Encontro Nacional de Compositores Universitários, em 01/10/2003. Intérprete: Beto Viana","",,,,,,,,,,,103,,,,,,,
"Obra musical é parte da obra artística multidimensional com o mesmo título desenhada para caverna digital.","",,,,,,,,,,,104,,,,,,,
"Criação, gravação e produção do design sonoro do espetáculo de dança ?Diante dos Olhos? por alunas do Depto de Artes Corporais, sob direção da profa. Graziela Rodrigues ? Unicamp","",,,,,,,,,,,105,,,,,,,
"Composição da música para a montagem do espetáculo de dança - ?Interiores? - pelo
Depto. de Artes Corporais - Unicamp - direção de Graziela Rodrigues.","",,,,,,,,,,,106,,,,,,,
"Criação musical para o espetáculo baseado na vida e obra da poetisa Florbela Espanca, idealizado pela atriz Mariana Muniz.","",,,,,,,,,,,107,,,,,,,
"I Audição no Brasil da obra Vexations de Erik Satie. 18 horas e 40 minutos ininterruptos contando com o revezamento entre 22 pianistas. Dierção musical: Jocy de Oliveira","",,,,,,,,,,,109,,,,,,,
"Duas Pecas para Coro Misto ? (7min41seg)- 1981 textos de Denise Garcia e Carlos Drummond de Andrade - primeira audição no Concerto da Academia Superior de Música Detmold - Alemanha.","",,,,,,,,,,,111,,,,,,,
"José Angelino Bozzini (trompa), Simone Alex (voz)","",,,,,,,,,,,112,,,,,,,
"Marussa Xyni (soprano), Jose Bozzini (trompa)","",,,,,,,,,,,113,,,,,,,
"Concerto com obras minimalistas de Gavin Bryars, Paul Mounsey, Howard Skempton, Michaael Parsons, e Steve Reich","",,,,,,,,,,,114,,,,,,,
"Adaptação da obra Irmi para Clarinete solo (1983)","",,,,,,,,,,,115,,,,,,,
"Participação musical ao piano e composição musical no espetáculo de dança "Totem, Cia. de Dança" da coreógrafa Holly Cavrell - Projeto Dança Nova - Teatro Brasileiro de Comédia ? temporada em fevereiro - São Paulo, S.P.","",,,,,,,,,,,118,,,,,,,
"Composição e direção musical dos espetáculos de formatura de Depto de Artes
Corporais, "Essas Mulheres" e "Dorme, dorme Frankstein", direção de Graziela
Rodrigues - apresentações na Unicamp- Campinas, S.P.","",,,,,,,,,,,119,,,,,,,
"Produção musical e composição inspirados na obra Sagração da Primavera de Stravinski para o workshop-montagem "Labirintus" de Ismael Ivo, direção de Marcio Aurélio - I Festival Internacional de Teatro de Campinas.","",,,,,,,,,,,120,,,,,,,
"Direção musical, composição e produção da música para o espetáculo teatral "O
Guarani" - direção Luis O. Burnier - Grupo Quadricrômico e LUME temporada no
teatro Ruth Escobar, São Paulo e apresentações no Centro de Convivência de
Campinas,S.P.","",,,,,,,,,,,121,,,,,,,
"Direção musical, composição, produção da trilha e atuação na peça teatral "Pax et
Mullier" de Jean Pierre Kaletrianos - Grupo Teatral Tapandari - São Paulo ?
temporada no Teatro Studio São Pedro - São Paulo","",,,,,,,,,,,122,,,,,,,
"Peça para Piano n.1 - 1982 
primeira audição: Teatro Brasileiro de Comédia - São Paulo - fev. 1992
intérprete: a compositora","",,,,,,,,,,,123,,,,,,,
"Obra encomendada pela Associação Brasileira de Contrabaixistas, como obra de confronto no I Concurso de Contrabaixo, Goiania, 2002.","",,,,,,,,,,,125,,,,,,,
"Bizuza - Texto de Ferreira Gullar.","",,,,,,,,,,,126,,,,,,,
"Primeira audição mundial no FUTURA - Festival Intenational d'Art Acousmatique - Crest - França -1994","",,,,,,,,,,,127,,,,,,,
"Composição de obras para coro a capela para monólogo inspirado na vida de Santo Agostinho, direção de Luís Otávio Burnier . Apresentação em muitos festivais nacionais e internacionais e temporada na Pinacoteca do Estado - São Paulo ( de nov. de 1990 a fev.1991)","",,,,,,,,,,,128,,,,,,,
"A obra foi regida pelo maestro Abel Rocha","",,,,,,,,,,,131,,,,,,,
"A obra foi uma encomenda do Projeto "Novos sons para trompete virtuoso: uma visita ao repertório teuto-brasileiro"do trompetista brasileiro Paulo Ronqui, com regência do maestro alemão Knut Andreas - selecionado pelo Edital de Seleção para Financiamento de Projetos Culturais de Campinas - Fundo de Investimentos Culturais de Campinas - FICC 2015/2016","",,,,,,,,,,,133,,,,,,,
"Composição e performance de design sonoro (efeitos e ambientação sonora) para as partes faladas da ópera A Flauta Mágica de Wolfgang Amadeus Mozart na produção do CIDDIC - Centro de Integração, Documentação e Difusão Cultural da Unicamp apresentada em curta temporada no Theatro Municipal de Paulínia ( de 28/09 a 01/10 de 2017).
Esse trabalho foi desenvolvido no piano preparado, explorando os mais variados timbres instrumentais possíveis de serem produzidos no instrumento tocado tanto nas teclas com preparação das cordas quanto diretamente nas cordas com diferentes baquetas e outros objetos de materiais diversos. A performance exige a atuação de dois pianistas.","",,,,,,,,,,,134,,,,,,,
"Mestrado interinstitucional firmado com a Universidade federal do Rio Grande do Norte / Programa MINTER","",,,,,,,,,,,,1,,,,,,
"O aluno defendeu sua dissertação de mestrado no dia 10/08/2010","",,,,,,,,,,,,9,,,,,,
"a dissertação foi defendida em 29/08/2013.","",,,,,,,,,,,,12,,,,,,
"O presente projeto visa a produção e restauração das partes eletroacústicas das obras eletroacústicas mistas do compositor santista Gilberto Mendes. Essa produção e restauro visa não apenas uma reintegração dessa obra pioneira nos repertório brasileiro, assim como uma renovação do meiol tecnológico, substoituindo as mídias antigas não mais em uso nos tempos atuais. Esse trabalho produzido será disponibilizado no CDMC (Dentro de documentação de Música Contemporânea - UNICAMP) para intérpretes, regentes e pesquisadores.","",,,,,,,,,,,,,4,,,,,
"A pesquisa está sendo realizada no CIDDIC/UNICAMP - Centro de Integração Documentação e Difusão Cultural da Unicamp que tem a guarda dos manuscritos da importante compositora paulista.","",,,,,,,,,,,,,7,,,,,
"Pesquisa iniciada a partir de 01/11/2010","",,,,,,,,,,,,,8,,,,,
"Na presente pesquisa foi estudada a obra para piano preparado do compositor norte-americano John Cage (1912-1992), composta durante a década de 40 até 1952, com o intuito de desvendar as implicações sonoras da fixação de objetos entre as cordas do piano no processo de transformação dos sons do instrumento. Para tal foi realizado estudo biográfico do compositor referente ao período de composição das obras estudadas, preparação dessas obras em pianos diversos, realização de comentários sobre resultados sonoros das preparações caso a caso, desenvolvimento de método de desenvolvimento de pianos não danoso ao instrumento além da composição de duas peças para piano preparado ilustrativas dos processos estudados.","",,,,,,,,,,,,,,7,,,,
"Participação como Presidente da Comissão Julgadora da Dissertação de Mestrado.","",,,,,,,,,,,,,,8,,,,
"Este trabalho aborda elementos técnicos e interpretativos voltados para a performance da Toccata e da Sonata do compositor brasileiro Mozart Camargo Guarnieri (1907-1993). Estas obras são detalhadamente estudadas com a finalidade de dar suporte à construção da performance musical. Assim, como parte desse estudo, são catalogados e descritos os princípios técnicos considerados como padrões de movimentos e articulações com a finalidade de situar o leitor na abordagem técnica utilizada. A seguir, é realizado o estudo dos procedimentos pianísticos empregados na performance das obras selecionadas, onde todos os elementos e princípios técnicos são detalhadamente examinados. O trabalho ainda inclui a análise dos elementos e materiais musicais das obras, identificando suas características estruturais e situa o compositor em seus aspectos biográficos e técnicos pertinentes à escrita das obras estudadas.","",,,,,,,,,,,,,,9,,,,
"Esta pesquisa visa o estudo da obra Nonetto: impressão Rápida de Todo Brasil, de Heitor Villa-Lobos em seus aspectos motívicos e estruturais. Segundo os conceitos de Schoenberg sobre motivo e suas transformações, esta pesquisa pretende demonstrar quais e como as formas motívicas básicas são usadas para compor o discurso musical e de que forma elas se relacionam a padrões estruturais recorrentes, identificados a partir da metodologia proposta por Salzer. A metodologia inclui revisão bibliográfica sobre as propostas analíticas citadas e sobre aspectos técnicos e bibliográficos do compositor relacionados à obra e à análise. A conclusão aponta aspectos inerentes à escrita de Villa-Lobos, quanto à confecção e inter-relação entre estrutura e superfície no Nonetto. bem como clarifica de que modo essas relações interagem para a configurar a coerencia de seus discurso musical.","",,,,,,,,,,,,,,10,,,,
"Nesta pesquisa propomos métodos para a instrumentalização do ator à partir da aproximação entre as relações tempoxespaço no universo teatral e as mesmas relações vista sobre o prisma da nova poética musical que surge a partir das escolas de Música Concreta. Utilizando conceitos desta nova poética propomos um método diferenciado para a musicalização do ator, de modo que sejam respeitados conceitos como a organicidade corporal e a integração intencional com a microtextura rítmica da cena. A intenção desta proposta é de que o ator à medida em que tome contato com a visão contemporânea sobre a ordenação tempoxespaço no universo musical, possa construir saberes que se disponibilizem no momento da presentificação. Iniciamos gerando reflexões à partir de conceitos propostos por Teóricos teatrais que se serviram de recursos musicais para instrumentalização do ator. Na continuidade apresentamos uma proposta diferenciada para o contato do ator com o universo sonoro musical, à partir de referências das relações entre o comportamento da energia sonora, os parâmetros para análise do som e as interações com nosso psicofísico. No segundo módulo do trabalho apresentamos uma proposta de ação prática, baseada em procedimentos que facilitem este percurso.","",,,,,,,,,,,,,,11,,,,
"Alexandre Sperandéo Fenerich. Questões da representação na música eletroacústica. 2005. 141 f. Dissertação (Mestrado em Música) - Universidade Federal do Rio de Janeiro, Coordenação de Aperfeiçoamento de Pessoal de Nível Superior. Orientador: Rodolfo Caesar.","",,,,,,,,,,,,,,16,,,,
"Participação como Membro Suplente.","",,,,,,,,,,,,,,19,,,,
"Participação como Presidente da Banca.","",,,,,,,,,,,,,,23,,,,
"Participação como Presidente da Banca.","",,,,,,,,,,,,,,,4,,,
"Banca de Exame de Qualificação de Doutorado realizado em 14 de julhol de 2004.","",,,,,,,,,,,,,,,,1,,
"Participação como Presidente da Banca.","",,,,,,,,,,,,,,,,3,,
"Banca de Exame de Qualificação de Doutorado realizado em 15 de abril de 2004.","",,,,,,,,,,,,,,,,13,,
"Participação como Suplente.","",,,,,,,,,,,,,,,,14,,
"Participação como Presidente da Banca.","",,,,,,,,,,,,,,,,15,,
"Banca realizada em 18/03/2008.","",,,,,,,,,,,,,,,,16,,
"Data da banca: 18/12/2007.","",,,,,,,,,,,,,,,,18,,
"Prresidente da banca: Profa. Dra. Suzi Frankl Sperber
membro da banca: Jussara Correa Miller","",,,,,,,,,,,,,,,,21,,
"Participação na qualidade de Presidente da Comissão Julgadora do referido Concurso Público.","",,,,,,,,,,,,,,,,,1,
"Participação como Membro Suplente.","",,,,,,,,,,,,,,,,,3,
"Concurso para provimento de um cargo de Professor Doutor, junto ao Departamento de Música do Campus de São Paulo.","",,,,,,,,,,,,,,,,,5,
"Candidatos : Anselmo Guerra, Marcelo Gimenez, Edwin Ricardo Pitre Vasquez e Regis Rossi Alves Faria. Candidato aprovado em primeiro lugar: Regis Rossi Alves Faria","",,,,,,,,,,,,,,,,,6,
"Participou como membro da banca examinadora do concurso público para provimento no cargo de professor de ensino superior, na área/subárea de Música/Linguagem e Estruturação Musical/ História da Música da Universidade Estadual de Londrina.","",,,,,,,,,,,,,,,,,8,
"Participou da banca examinadora do concurso para preenchimento de emprego público de professor assistente doutor, no conjunto de disciplinas: Teoria e Percepção Musical I, II, III, e Estruturação Musical - Teoria e Percepção I e II, no Instituto de Artes da Unesp","",,,,,,,,,,,,,,,,,9,
"Participação como presidente da Comissão Examinadora do processo seletivo público para preenchimento da função de PAEPE - Profissional da Arte, Cultura e Comunicação","",,,,,,,,,,,,,,,,,,2
"Participou como titular da banca examinadora para preenchimento de vaga de Pesquisador Nível C, na carreira de pesquisador PQ da Unicamp, para o LUME - Núcleo Interdisciplinar de Pesquisas Teatrais.","",,,,,,,,,,,,,,,,,,3
"Análise do Processo 05.1.7621.1.5, encaminhado pelo Conselho de Pós-Graduação, de interesse da Escola de Comunicação e Artes, referente ao pedido de criação do Programa de Mùsica.","",,,,,,,,,,,,,,,,,,4
